Date,Year,Month,Day,Day_of_Week,Total_Parking_Slots,Occupied_Slots,Available_Slots,Occupancy_Rate_Percentage,Total_Bookings,Peak_Hour_Start,Peak_Hour_End,Peak_Hour_Bookings,Revenue_PKR,Operating_Cost_PKR,Maintenance_Cost_PKR,Net_Profit_PKR,Average_Parking_Duration_Hours
2024-03-15,2024,3,15,Friday,100,46,54,46.0,72,08:00,10:00,27,16101.03,10097.96,2692.34,3310.73,3.81
2024-03-16,2024,3,16,Saturday,100,78,22,78.0,152,08:00,10:00,52,28917.64,11315.38,0,17602.26,3.22
2024-03-17,2024,3,17,Sunday,100,83,17,83.0,128,12:00,14:00,45,21613.4,12728.02,0,8885.38,5.28
2024-03-18,2024,3,18,Monday,100,57,43,57.0,84,12:00,14:00,27,15306.41,10461.19,4871.16,-25.94,4.73
2024-03-19,2024,3,19,Tuesday,100,69,31,69.0,127,12:00,14:00,48,31541.64,11670.56,0,19871.08,4.78
2024-03-20,2024,3,20,Wednesday,100,53,47,53.0,118,08:00,10:00,42,23359.63,9983.74,0,13375.89,2.45
2024-03-21,2024,3,21,Thursday,100,66,34,66.0,141,08:00,10:00,44,26555.39,10908.33,0,15647.06,4.42
2024-03-22,2024,3,22,Friday,100,55,45,55.0,121,08:00,10:00,42,24300.61,10542.47,0,13758.14,3.12
2024-03-23,2024,3,23,Saturday,100,99,1,99.0,167,12:00,14:00,52,30101.69,12856.2,0,17245.49,5.07
2024-03-24,2024,3,24,Sunday,100,81,19,81.0,141,12:00,14:00,48,36759.95,11431.87,3859.75,21468.33,2.71
2024-03-25,2024,3,25,Monday,100,63,37,63.0,107,12:00,14:00,42,17752.48,11172.8,0,6579.68,3.73
2024-03-26,2024,3,26,Tuesday,100,68,32,68.0,144,12:00,14:00,43,28199.58,11009.74,0,17189.84,4.9
2024-03-27,2024,3,27,Wednesday,100,60,40,60.0,75,12:00,14:00,21,12571.82,10895.51,0,1676.31,1.83
2024-03-28,2024,3,28,Thursday,100,70,30,70.0,111,12:00,14:00,32,20710.73,11710.72,3786.61,5213.4,4.47
2024-03-29,2024,3,29,Friday,100,60,40,60.0,112,12:00,14:00,42,21539.34,10432.94,0,11106.4,4.44
2024-03-30,2024,3,30,Saturday,100,74,26,74.0,143,17:00,20:00,39,31566.19,10620.26,2670.4,18275.53,4.65
2024-03-31,2024,3,31,Sunday,100,76,24,76.0,158,17:00,20:00,49,36823.95,10912.41,0,25911.54,3.99
2024-04-01,2024,4,1,Monday,100,58,42,58.0,131,08:00,10:00,43,25555.42,10600.0,9869.61,5085.81,1.7
2024-04-02,2024,4,2,Tuesday,100,58,42,58.0,112,12:00,14:00,40,24596.22,10352.14,0,14244.08,1.37
2024-04-03,2024,4,3,Wednesday,100,63,37,63.0,105,12:00,14:00,37,20633.85,10929.88,0,9703.97,5.34
2024-04-04,2024,4,4,Thursday,100,55,45,55.0,111,12:00,14:00,40,18884.65,9710.79,0,9173.86,4.18
2024-04-05,2024,4,5,Friday,100,62,38,62.0,93,08:00,10:00,32,15417.35,11459.99,0,3957.36,4.12
2024-04-06,2024,4,6,Saturday,100,77,23,77.0,108,17:00,20:00,33,20800.31,12136.88,5917.69,2745.74,3.62
2024-04-07,2024,4,7,Sunday,100,72,28,72.0,105,17:00,20:00,33,23470.86,11151.36,0,12319.5,4.87
2024-04-08,2024,4,8,Monday,100,61,39,61.0,134,08:00,10:00,46,34622.64,10259.29,0,24363.35,0.9
2024-04-09,2024,4,9,Tuesday,100,58,42,58.0,92,12:00,14:00,33,22512.69,9949.02,0,12563.67,2.29
2024-04-10,2024,4,10,Wednesday,100,43,57,43.0,65,08:00,10:00,17,17417.43,9984.58,0,7432.85,4.32
2024-04-11,2024,4,11,Thursday,100,60,40,60.0,111,17:00,20:00,39,20943.05,10098.28,0,10844.77,2.93
2024-04-12,2024,4,12,Friday,100,62,38,62.0,83,17:00,20:00,24,16839.5,10191.17,5866.3,782.03,1.57
2024-04-13,2024,4,13,Saturday,100,76,24,76.0,152,12:00,14:00,43,34618.67,12343.98,0,22274.69,4.55
2024-04-14,2024,4,14,Sunday,100,80,20,80.0,114,17:00,20:00,37,29277.61,12047.9,0,17229.71,6.25
2024-04-15,2024,4,15,Monday,100,62,38,62.0,113,17:00,20:00,29,27656.71,10826.8,3704.85,13125.06,4.67
2024-04-16,2024,4,16,Tuesday,100,70,30,70.0,111,17:00,20:00,37,19296.64,11596.26,0,7700.38,1.35
2024-04-17,2024,4,17,Wednesday,100,59,41,59.0,94,08:00,10:00,26,17331.65,10330.61,0,7001.04,4.2
2024-04-18,2024,4,18,Thursday,100,68,32,68.0,89,08:00,10:00,23,20696.86,11128.29,0,9568.57,1.52
2024-04-19,2024,4,19,Friday,100,64,36,64.0,112,08:00,10:00,31,26100.55,11059.85,0,15040.7,2.81
2024-04-20,2024,4,20,Saturday,100,83,17,83.0,117,17:00,20:00,31,23313.89,11899.66,0,11414.23,3.84
2024-04-21,2024,4,21,Sunday,100,82,18,82.0,118,17:00,20:00,46,24905.44,12652.4,0,12253.04,4.33
2024-04-22,2024,4,22,Monday,100,56,44,56.0,119,08:00,10:00,43,30473.38,10691.39,0,19781.99,4.4
2024-04-23,2024,4,23,Tuesday,100,57,43,57.0,82,12:00,14:00,25,19912.48,10060.2,0,9852.28,4.46
2024-04-24,2024,4,24,Wednesday,100,68,32,68.0,95,12:00,14:00,27,21247.34,10697.73,5902.22,4647.39,2.36
2024-04-25,2024,4,25,Thursday,100,67,33,67.0,96,08:00,10:00,36,19858.89,11113.92,0,8744.97,5.04
2024-04-26,2024,4,26,Friday,100,68,32,68.0,119,08:00,10:00,37,25634.36,10344.57,0,15289.79,4.48
2024-04-27,2024,4,27,Saturday,100,79,21,79.0,122,17:00,20:00,47,26955.96,12511.16,0,14444.8,6.49
2024-04-28,2024,4,28,Sunday,100,78,22,78.0,125,12:00,14:00,46,29006.49,11937.56,4927.15,12141.78,6.55
2024-04-29,2024,4,29,Monday,100,64,36,64.0,124,08:00,10:00,40,23585.05,11337.0,0,12248.05,3.29
2024-04-30,2024,4,30,Tuesday,100,67,33,67.0,104,17:00,20:00,36,24189.28,10841.05,0,13348.23,1.94
2024-05-01,2024,5,1,Wednesday,100,85,15,85.0,185,17:00,20:00,68,51074.63,12463.44,10547.93,28063.26,2.11
2024-05-02,2024,5,2,Thursday,100,54,46,54.0,76,08:00,10:00,26,17936.71,10900.26,0,7036.45,2.16
2024-05-03,2024,5,3,Friday,100,45,55,45.0,84,17:00,20:00,24,19914.97,9843.13,0,10071.84,2.17
2024-05-04,2024,5,4,Saturday,100,72,28,72.0,130,17:00,20:00,42,28098.23,11540.73,0,16557.5,6.37
2024-05-05,2024,5,5,Sunday,100,82,18,82.0,100,17:00,20:00,32,17053.3,11481.99,0,5571.31,2.91
2024-05-06,2024,5,6,Monday,100,61,39,61.0,93,17:00,20:00,24,18990.56,10962.71,0,8027.85,4.13
2024-05-07,2024,5,7,Tuesday,100,58,42,58.0,123,08:00,10:00,48,27803.56,10265.61,4663.42,12874.53,3.41
2024-05-08,2024,5,8,Wednesday,100,53,47,53.0,94,17:00,20:00,28,22769.16,10111.57,0,12657.59,3.48
2024-05-09,2024,5,9,Thursday,100,56,44,56.0,120,12:00,14:00,35,31623.34,10649.12,0,20974.22,1.82
2024-05-10,2024,5,10,Friday,100,67,33,67.0,113,08:00,10:00,32,26587.82,11851.31,4134.57,10601.94,2.25
2024-05-11,2024,5,11,Saturday,100,91,9,91.0,183,17:00,20:00,71,31937.34,11746.38,0,20190.96,4.38
2024-05-12,2024,5,12,Sunday,100,73,27,73.0,171,17:00,20:00,47,37329.42,11018.92,0,26310.5,2.61
2024-05-13,2024,5,13,Monday,100,54,46,54.0,88,17:00,20:00,28,14548.02,10398.53,0,4149.49,2.18
2024-05-14,2024,5,14,Tuesday,100,69,31,69.0,137,17:00,20:00,54,27282.86,11145.75,3444.26,12692.85,2.08
2024-05-15,2024,5,15,Wednesday,100,62,38,62.0,98,08:00,10:00,30,26113.15,10233.52,0,15879.63,4.39
2024-05-16,2024,5,16,Thursday,100,56,44,56.0,130,12:00,14:00,50,22173.99,10145.64,0,12028.35,5.78
2024-05-17,2024,5,17,Friday,100,73,27,73.0,150,08:00,10:00,47,38383.59,11242.07,0,27141.52,1.81
2024-05-18,2024,5,18,Saturday,100,79,21,79.0,134,17:00,20:00,40,29631.21,12018.62,0,17612.59,4.07
2024-05-19,2024,5,19,Sunday,100,88,12,88.0,149,17:00,20:00,57,30194.2,12295.59,0,17898.61,4.62
2024-05-20,2024,5,20,Monday,100,67,33,67.0,108,12:00,14:00,34,20121.68,11771.13,0,8350.55,3.54
2024-05-21,2024,5,21,Tuesday,100,61,39,61.0,80,08:00,10:00,31,13750.11,9888.89,0,3861.22,2.02
2024-05-22,2024,5,22,Wednesday,100,57,43,57.0,85,08:00,10:00,29,20594.75,10070.3,0,10524.45,4.93
2024-05-23,2024,5,23,Thursday,100,58,42,58.0,102,12:00,14:00,31,17432.11,10412.1,0,7020.01,1.61
2024-05-24,2024,5,24,Friday,100,61,39,61.0,93,17:00,20:00,32,23167.84,10305.82,0,12862.02,3.01
2024-05-25,2024,5,25,Saturday,100,80,20,80.0,112,08:00,10:00,34,26031.59,11871.08,0,14160.51,3.16
2024-05-26,2024,5,26,Sunday,100,74,26,74.0,112,08:00,10:00,40,26027.99,11213.86,0,14814.13,2.77
2024-05-27,2024,5,27,Monday,100,61,39,61.0,73,08:00,10:00,27,15586.54,10277.98,0,5308.56,1.65
2024-05-28,2024,5,28,Tuesday,100,62,38,62.0,116,12:00,14:00,32,26465.56,10344.71,3391.35,12729.5,1.9
2024-05-29,2024,5,29,Wednesday,100,49,51,49.0,74,12:00,14:00,20,16202.8,10015.31,0,6187.49,1.75
2024-05-30,2024,5,30,Thursday,100,57,43,57.0,110,17:00,20:00,35,25477.27,11207.47,3696.37,10573.43,3.91
2024-05-31,2024,5,31,Friday,100,51,49,51.0,85,12:00,14:00,28,17922.85,10057.39,0,7865.46,1.84
2024-06-01,2024,6,1,Saturday,100,80,20,80.0,133,17:00,20:00,42,28856.52,12211.34,14573.57,2071.61,4.08
2024-06-02,2024,6,2,Sunday,100,91,9,91.0,174,12:00,14:00,57,39852.51,11623.68,0,28228.83,5.42
2024-06-03,2024,6,3,Monday,100,66,34,66.0,143,08:00,10:00,49,37617.82,11378.69,0,26239.13,4.32
2024-06-04,2024,6,4,Tuesday,100,56,44,56.0,109,17:00,20:00,33,25163.91,10897.06,0,14266.85,1.92
2024-06-05,2024,6,5,Wednesday,100,64,36,64.0,125,08:00,10:00,33,20019.29,11398.09,0,8621.2,2.76
2024-06-06,2024,6,6,Thursday,100,61,39,61.0,128,12:00,14:00,42,26816.99,10137.51,0,16679.48,2.88
2024-06-07,2024,6,7,Friday,100,69,31,69.0,144,08:00,10:00,45,36829.93,10611.75,0,26218.18,2.44
2024-06-08,2024,6,8,Saturday,100,76,24,76.0,152,08:00,10:00,48,28839.32,11504.98,0,17334.34,5.1
2024-06-09,2024,6,9,Sunday,100,76,24,76.0,155,17:00,20:00,48,32808.99,11099.63,0,21709.36,3.41
2024-06-10,2024,6,10,Monday,100,61,39,61.0,98,17:00,20:00,33,23703.73,9761.04,0,13942.69,3.31
2024-06-11,2024,6,11,Tuesday,100,62,38,62.0,114,12:00,14:00,44,18549.7,10853.12,0,7696.58,4.16
2024-06-12,2024,6,12,Wednesday,100,58,42,58.0,100,08:00,10:00,32,15837.11,10631.82,2400.23,2805.06,4.32
2024-06-13,2024,6,13,Thursday,100,60,40,60.0,124,08:00,10:00,42,24219.0,10999.33,0,13219.67,1.92
2024-06-14,2024,6,14,Friday,100,64,36,64.0,120,17:00,20:00,41,31478.35,10779.18,5204.74,15494.43,3.27
2024-06-15,2024,6,15,Saturday,100,99,1,99.0,195,12:00,14:00,72,45482.5,11517.7,0,33964.8,5.93
2024-06-16,2024,6,16,Sunday,100,70,30,70.0,128,17:00,20:00,36,27112.58,11822.72,0,15289.86,4.54
2024-06-17,2024,6,17,Monday,100,56,44,56.0,89,12:00,14:00,31,19053.81,10392.52,0,8661.29,5.25
2024-06-18,2024,6,18,Tuesday,100,54,46,54.0,120,12:00,14:00,45,22064.04,9978.34,0,12085.7,1.75
2024-06-19,2024,6,19,Wednesday,100,66,34,66.0,138,12:00,14:00,46,28147.38,10446.46,0,17700.92,4.8
2024-06-20,2024,6,20,Thursday,100,63,37,63.0,125,08:00,10:00,45,30034.11,11235.97,5602.3,13195.84,3.36
2024-06-21,2024,6,21,Friday,100,58,42,58.0,86,17:00,20:00,31,14739.14,11214.6,5798.7,-2274.16,5.08
2024-06-22,2024,6,22,Saturday,100,82,18,82.0,135,08:00,10:00,50,26131.3,11507.27,0,14624.03,3.15
2024-06-23,2024,6,23,Sunday,100,85,15,85.0,134,12:00,14:00,51,21921.76,12450.22,0,9471.54,5.48
2024-06-24,2024,6,24,Monday,100,76,24,76.0,161,08:00,10:00,58,39315.59,11676.4,0,27639.19,4.34
2024-06-25,2024,6,25,Tuesday,100,77,23,77.0,150,08:00,10:00,46,34036.29,11938.97,5430.59,16666.73,2.71
2024-06-26,2024,6,26,Wednesday,100,69,31,69.0,148,08:00,10:00,39,36259.41,11220.34,0,25039.07,2.34
2024-06-27,2024,6,27,Thursday,100,67,33,67.0,128,08:00,10:00,34,30941.35,11574.08,0,19367.27,4.89
2024-06-28,2024,6,28,Friday,100,69,31,69.0,125,12:00,14:00,38,27973.98,11365.52,0,16608.46,4.09
2024-06-29,2024,6,29,Saturday,100,85,15,85.0,164,08:00,10:00,46,31134.68,11164.59,0,19970.09,6.03
2024-06-30,2024,6,30,Sunday,100,87,13,87.0,169,12:00,14:00,54,39871.6,12490.68,2337.6,25043.32,3.49
2024-07-01,2024,7,1,Monday,100,59,41,59.0,124,12:00,14:00,31,19615.98,10804.44,9387.86,-576.32,4.43
2024-07-02,2024,7,2,Tuesday,100,67,33,67.0,117,08:00,10:00,31,23265.39,10439.36,0,12826.03,4.49
2024-07-03,2024,7,3,Wednesday,100,60,40,60.0,89,17:00,20:00,33,16749.63,10373.1,0,6376.53,5.57
2024-07-04,2024,7,4,Thursday,100,62,38,62.0,111,12:00,14:00,30,20802.88,11176.64,0,9626.24,3.93
2024-07-05,2024,7,5,Friday,100,70,30,70.0,149,17:00,20:00,46,26576.16,10946.87,0,15629.29,1.67
2024-07-06,2024,7,6,Saturday,100,80,20,80.0,173,17:00,20:00,68,45331.01,12217.35,0,33113.66,4.09
2024-07-07,2024,7,7,Sunday,100,91,9,91.0,128,17:00,20:00,33,22561.77,11902.82,0,10658.95,4.05
2024-07-08,2024,7,8,Monday,100,61,39,61.0,85,08:00,10:00,23,21744.67,11266.2,0,10478.47,3.84
2024-07-09,2024,7,9,Tuesday,100,64,36,64.0,97,17:00,20:00,29,26016.14,10698.45,0,15317.69,1.36
2024-07-10,2024,7,10,Wednesday,100,67,33,67.0,92,08:00,10:00,33,19219.42,11859.96,0,7359.46,3.81
2024-07-11,2024,7,11,Thursday,100,61,39,61.0,119,08:00,10:00,36,21126.19,11153.42,0,9972.77,4.51
2024-07-12,2024,7,12,Friday,100,57,43,57.0,121,12:00,14:00,41,24179.19,10592.9,0,13586.29,2.08
2024-07-13,2024,7,13,Saturday,100,85,15,85.0,139,17:00,20:00,37,26494.08,11667.31,0,14826.77,5.99
2024-07-14,2024,7,14,Sunday,100,81,19,81.0,176,17:00,20:00,69,33753.15,12400.05,0,21353.1,5.85
2024-07-15,2024,7,15,Monday,100,66,34,66.0,129,12:00,14:00,43,28467.28,10678.89,0,17788.39,2.37
2024-07-16,2024,7,16,Tuesday,100,66,34,66.0,130,08:00,10:00,47,29436.84,10462.67,0,18974.17,5.34
2024-07-17,2024,7,17,Wednesday,100,59,41,59.0,79,08:00,10:00,22,16353.18,10276.43,0,6076.75,4.67
2024-07-18,2024,7,18,Thursday,100,59,41,59.0,96,08:00,10:00,29,19859.43,11071.83,0,8787.6,4.38
2024-07-19,2024,7,19,Friday,100,70,30,70.0,99,17:00,20:00,29,26463.1,10873.25,0,15589.85,2.01
2024-07-20,2024,7,20,Saturday,100,84,16,84.0,118,12:00,14:00,31,27284.17,11361.9,0,15922.27,2.69
2024-07-21,2024,7,21,Sunday,100,82,18,82.0,159,17:00,20:00,41,32190.55,11303.06,0,20887.49,4.5
2024-07-22,2024,7,22,Monday,100,63,37,63.0,144,08:00,10:00,40,34203.33,11594.42,0,22608.91,3.31
2024-07-23,2024,7,23,Tuesday,100,73,27,73.0,126,12:00,14:00,44,30170.2,11157.61,0,19012.59,3.81
2024-07-24,2024,7,24,Wednesday,100,62,38,62.0,93,08:00,10:00,23,15597.76,11503.49,0,4094.27,1.92
2024-07-25,2024,7,25,Thursday,100,65,35,65.0,144,12:00,14:00,38,34379.8,11304.97,0,23074.83,4.74
2024-07-26,2024,7,26,Friday,100,71,29,71.0,146,12:00,14:00,41,32027.47,10980.07,0,21047.4,3.25
2024-07-27,2024,7,27,Saturday,100,76,24,76.0,141,17:00,20:00,56,22544.77,11328.81,0,11215.96,2.73
2024-07-28,2024,7,28,Sunday,100,83,17,83.0,151,17:00,20:00,44,34598.86,10788.94,0,23809.92,4.99
2024-07-29,2024,7,29,Monday,100,69,31,69.0,102,08:00,10:00,29,18756.14,10420.93,0,8335.21,3.03
2024-07-30,2024,7,30,Tuesday,100,71,29,71.0,112,12:00,14:00,44,25585.85,11331.11,3129.83,11124.91,4.46
2024-07-31,2024,7,31,Wednesday,100,62,38,62.0,89,12:00,14:00,24,18349.78,10570.01,0,7779.77,3.03
2024-08-01,2024,8,1,Thursday,100,63,37,63.0,99,17:00,20:00,32,24289.16,10404.86,9804.75,4079.55,3.24
2024-08-02,2024,8,2,Friday,100,63,37,63.0,133,08:00,10:00,36,30777.97,10863.06,0,19914.91,4.04
2024-08-03,2024,8,3,Saturday,100,92,8,92.0,198,17:00,20:00,68,49197.28,12073.76,0,37123.52,5.98
2024-08-04,2024,8,4,Sunday,100,85,15,85.0,131,12:00,14:00,43,30945.15,11992.25,0,18952.9,4.4
2024-08-05,2024,8,5,Monday,100,55,45,55.0,88,17:00,20:00,27,18561.44,10343.32,0,8218.12,2.2
2024-08-06,2024,8,6,Tuesday,100,64,36,64.0,122,08:00,10:00,38,31534.16,11006.45,0,20527.71,3.22
2024-08-07,2024,8,7,Wednesday,100,65,35,65.0,107,08:00,10:00,32,21648.86,10774.67,2603.81,8270.38,3.85
2024-08-08,2024,8,8,Thursday,100,81,19,81.0,162,17:00,20:00,64,32922.26,12306.38,0,20615.88,4.79
2024-08-09,2024,8,9,Friday,100,69,31,69.0,123,17:00,20:00,44,25138.02,11270.31,0,13867.71,2.46
2024-08-10,2024,8,10,Saturday,100,85,15,85.0,163,17:00,20:00,43,34998.23,12462.04,0,22536.19,3.39
2024-08-11,2024,8,11,Sunday,100,88,12,88.0,159,17:00,20:00,44,25532.52,12150.95,0,13381.57,4.71
2024-08-12,2024,8,12,Monday,100,54,46,54.0,111,08:00,10:00,36,18879.74,10535.69,0,8344.05,3.44
2024-08-13,2024,8,13,Tuesday,100,75,25,75.0,163,12:00,14:00,63,36585.43,11373.6,0,25211.83,3.99
2024-08-14,2024,8,14,Wednesday,100,98,2,98.0,196,08:00,10:00,64,39902.3,12511.65,0,27390.65,2.58
2024-08-15,2024,8,15,Thursday,100,76,24,76.0,135,12:00,14:00,41,28985.84,11263.52,0,17722.32,4.19
2024-08-16,2024,8,16,Friday,100,73,27,73.0,157,12:00,14:00,49,27204.75,10503.14,0,16701.61,5.16
2024-08-17,2024,8,17,Saturday,100,85,15,85.0,149,17:00,20:00,58,29649.69,11869.86,0,17779.83,3.74
2024-08-18,2024,8,18,Sunday,100,79,21,79.0,124,12:00,14:00,36,19692.62,11381.82,5556.23,2754.57,3.7
2024-08-19,2024,8,19,Monday,100,67,33,67.0,89,08:00,10:00,34,18242.83,11526.89,0,6715.94,4.53
2024-08-20,2024,8,20,Tuesday,100,66,34,66.0,92,12:00,14:00,34,21149.1,11626.4,0,9522.7,3.36
2024-08-21,2024,8,21,Wednesday,100,65,35,65.0,121,17:00,20:00,46,28758.89,11296.92,3235.39,14226.58,3.7
2024-08-22,2024,8,22,Thursday,100,62,38,62.0,132,12:00,14:00,48,34422.33,11042.47,0,23379.86,5.24
2024-08-23,2024,8,23,Friday,100,65,35,65.0,131,08:00,10:00,47,33163.24,11085.88,0,22077.36,3.28
2024-08-24,2024,8,24,Saturday,100,87,13,87.0,125,08:00,10:00,41,24754.09,12512.34,0,12241.75,3.46
2024-08-25,2024,8,25,Sunday,100,86,14,86.0,146,08:00,10:00,50,27828.53,10907.66,0,16920.87,6.24
2024-08-26,2024,8,26,Monday,100,63,37,63.0,145,08:00,10:00,41,31880.52,10113.39,0,21767.13,1.72
2024-08-27,2024,8,27,Tuesday,100,58,42,58.0,102,12:00,14:00,29,25815.95,11045.33,0,14770.62,3.91
2024-08-28,2024,8,28,Wednesday,100,69,31,69.0,122,17:00,20:00,40,29427.03,11271.44,0,18155.59,5.54
2024-08-29,2024,8,29,Thursday,100,62,38,62.0,125,17:00,20:00,43,28298.2,10455.98,0,17842.22,4.74
2024-08-30,2024,8,30,Friday,100,60,40,60.0,115,12:00,14:00,38,18615.84,10681.57,5321.99,2612.28,4.69
2024-08-31,2024,8,31,Saturday,100,94,6,94.0,140,17:00,20:00,52,35986.63,12950.84,0,23035.79,3.42
2024-09-01,2024,9,1,Sunday,100,82,18,82.0,140,17:00,20:00,35,32681.47,10234.55,9214.75,13232.17,4.82
2024-09-02,2024,9,2,Monday,100,57,43,57.0,89,08:00,10:00,34,20396.82,11143.84,0,9252.98,2.61
2024-09-03,2024,9,3,Tuesday,100,63,37,63.0,94,08:00,10:00,34,21815.01,11087.58,0,10727.43,4.35
2024-09-04,2024,9,4,Wednesday,100,59,41,59.0,107,08:00,10:00,40,24214.91,11104.47,0,13110.44,2.53
2024-09-05,2024,9,5,Thursday,100,67,33,67.0,95,08:00,10:00,35,19333.09,10727.8,0,8605.29,4.47
2024-09-06,2024,9,6,Friday,100,85,15,85.0,118,17:00,20:00,43,23492.63,12784.74,2767.41,7940.48,4.38
2024-09-07,2024,9,7,Saturday,100,86,14,86.0,153,12:00,14:00,51,31842.19,12204.17,0,19638.02,4.2
2024-09-08,2024,9,8,Sunday,100,82,18,82.0,157,12:00,14:00,48,37821.61,11183.58,0,26638.03,4.07
2024-09-09,2024,9,9,Monday,100,55,45,55.0,118,17:00,20:00,47,21334.13,11150.8,0,10183.33,2.64
2024-09-10,2024,9,10,Tuesday,100,57,43,57.0,97,17:00,20:00,33,21821.98,10452.94,0,11369.04,4.97
2024-09-11,2024,9,11,Wednesday,100,62,38,62.0,88,08:00,10:00,30,17982.49,11298.96,0,6683.53,3.58
2024-09-12,2024,9,12,Thursday,100,66,34,66.0,127,08:00,10:00,47,20625.56,10961.57,0,9663.99,2.74
2024-09-13,2024,9,13,Friday,100,57,43,57.0,114,08:00,10:00,39,25833.17,10605.62,0,15227.55,1.31
2024-09-14,2024,9,14,Saturday,100,72,28,72.0,89,17:00,20:00,30,14989.58,11067.24,2503.93,1418.41,4.22
2024-09-15,2024,9,15,Sunday,100,73,27,73.0,140,08:00,10:00,38,22327.94,10974.17,0,11353.77,3.71
2024-09-16,2024,9,16,Monday,100,67,33,67.0,90,08:00,10:00,27,17691.21,11085.95,0,6605.26,4.68
2024-09-17,2024,9,17,Tuesday,100,57,43,57.0,91,17:00,20:00,31,16147.92,9755.9,0,6392.02,3.97
2024-09-18,2024,9,18,Wednesday,100,55,45,55.0,125,12:00,14:00,39,21596.26,10996.89,0,10599.37,4.11
2024-09-19,2024,9,19,Thursday,100,57,43,57.0,80,12:00,14:00,29,19947.04,9968.94,0,9978.1,3.28
2024-09-20,2024,9,20,Friday,100,60,40,60.0,85,08:00,10:00,24,19027.69,10348.42,2875.78,5803.49,2.58
2024-09-21,2024,9,21,Saturday,100,82,18,82.0,133,08:00,10:00,37,24494.05,12518.3,0,11975.75,4.19
2024-09-22,2024,9,22,Sunday,100,79,21,79.0,134,12:00,14:00,37,28940.76,11317.41,0,17623.35,3.27
2024-09-23,2024,9,23,Monday,100,68,32,68.0,96,08:00,10:00,29,21740.28,11110.31,0,10629.97,5.04
2024-09-24,2024,9,24,Tuesday,100,58,42,58.0,91,12:00,14:00,27,15586.21,10225.07,5163.99,197.15,3.99
2024-09-25,2024,9,25,Wednesday,100,62,38,62.0,134,12:00,14:00,41,28322.16,10713.14,0,17609.02,3.34
2024-09-26,2024,9,26,Thursday,100,52,48,52.0,101,12:00,14:00,28,25672.73,10125.64,0,15547.09,4.09
2024-09-27,2024,9,27,Friday,100,64,36,64.0,113,08:00,10:00,30,23144.71,10579.42,0,12565.29,3.4
2024-09-28,2024,9,28,Saturday,100,72,28,72.0,128,12:00,14:00,32,26128.85,10833.37,4051.16,11244.32,4.93
2024-09-29,2024,9,29,Sunday,100,80,20,80.0,100,08:00,10:00,26,17953.49,11147.4,0,6806.09,6.4
2024-09-30,2024,9,30,Monday,100,62,38,62.0,95,17:00,20:00,34,20535.0,11069.88,5783.26,3681.86,5.06
2024-10-01,2024,10,1,Tuesday,100,59,41,59.0,111,17:00,20:00,44,27783.33,10973.14,13501.82,3308.37,4.74
2024-10-02,2024,10,2,Wednesday,100,58,42,58.0,111,08:00,10:00,31,26800.66,9908.32,0,16892.34,2.17
2024-10-03,2024,10,3,Thursday,100,63,37,63.0,121,12:00,14:00,42,23474.0,10749.8,0,12724.2,3.14
2024-10-04,2024,10,4,Friday,100,58,42,58.0,117,17:00,20:00,32,30408.53,10433.14,0,19975.39,5.17
2024-10-05,2024,10,5,Saturday,100,79,21,79.0,145,08:00,10:00,39,31715.46,12296.03,0,19419.43,3.29
2024-10-06,2024,10,6,Sunday,100,81,19,81.0,101,08:00,10:00,39,20202.02,10980.1,4074.13,5147.79,3.14
2024-10-07,2024,10,7,Monday,100,63,37,63.0,87,08:00,10:00,29,18161.19,11513.62,0,6647.57,2.62
2024-10-08,2024,10,8,Tuesday,100,63,37,63.0,84,12:00,14:00,25,15295.57,11058.72,0,4236.85,2.64
2024-10-09,2024,10,9,Wednesday,100,50,50,50.0,94,17:00,20:00,36,19460.16,10341.23,0,9118.93,3.49
2024-10-10,2024,10,10,Thursday,100,65,35,65.0,100,17:00,20:00,38,20167.29,10808.93,0,9358.36,2.36
2024-10-11,2024,10,11,Friday,100,54,46,54.0,114,08:00,10:00,43,21202.57,10606.77,0,10595.8,4.88
2024-10-12,2024,10,12,Saturday,100,82,18,82.0,160,08:00,10:00,49,38240.51,11996.3,0,26244.21,4.62
2024-10-13,2024,10,13,Sunday,100,75,25,75.0,145,17:00,20:00,45,34697.3,11367.75,0,23329.55,3.82
2024-10-14,2024,10,14,Monday,100,59,41,59.0,75,12:00,14:00,21,19617.58,11132.94,0,8484.64,3.77
2024-10-15,2024,10,15,Tuesday,100,60,40,60.0,120,08:00,10:00,42,18742.75,10836.56,0,7906.19,4.06
2024-10-16,2024,10,16,Wednesday,100,57,43,57.0,107,12:00,14:00,37,24315.69,10401.7,0,13913.99,4.73
2024-10-17,2024,10,17,Thursday,100,60,40,60.0,87,08:00,10:00,23,17981.01,10663.13,0,7317.88,5.75
2024-10-18,2024,10,18,Friday,100,68,32,68.0,134,12:00,14:00,34,28586.49,10525.22,0,18061.27,2.78
2024-10-19,2024,10,19,Saturday,100,73,27,73.0,103,12:00,14:00,26,23449.86,10947.72,0,12502.14,5.53
2024-10-20,2024,10,20,Sunday,100,75,25,75.0,114,12:00,14:00,39,30081.56,12013.08,3007.76,15060.72,2.84
2024-10-21,2024,10,21,Monday,100,55,45,55.0,97,17:00,20:00,35,16475.88,10446.26,3928.52,2101.1,2.07
